video_id,desc,author,author_id,create_time,tags,digg_count,comment_count,share_count,video_url
7401430490823068965,如果无法走进自然，不如将画笔交给树木和风！ #艺术在抖音  #艺术无解 #艺术家 #生活美学 #视觉效果,艺术无解Art,3663207833808744,2024-08-10 16:50:36,"艺术在抖音, 艺术无解, 艺术家, 生活美学, 视觉效果",130,14,34,https://www.douyin.com/video/7401430490823068965
7338427775163944246,他打破了画框就像打破自己的困境。 Andrew Scott  的作品“打破了第四面墙”，用简单的创意改变画面原本的意义。  #艺术有毒 #艺术家 #绘画 #艺术 #艺术在抖音,艺术有毒,94107827449,2024-02-23 08:30:00,"艺术有毒, 艺术家, 绘画, 艺术, 艺术在抖音",5252,59,406,https://www.douyin.com/video/7338427775163944246
7210344900699737405,2千万人围观的艺术表演，演绎了人生的跌宕起伏！#艺术 #艺术家 #人生 #艺术表演 #抖音艺术季,艺术Party,4186538258214212,2023-03-14 18:21:04,"艺术, 艺术家, 人生, 艺术表演, 抖音艺术季",39382,1694,10358,https://www.douyin.com/video/7210344900699737405
7413600146052730148,艺术源于生活果然是真的#绘画 #创意 #艺术 #光影,是剧剧呀,642549356720317,2024-09-12 11:55:05,"绘画, 创意, 艺术, 光影",1317,10,156,https://www.douyin.com/video/7413600146052730148
7196566269850668325,用垃圾制作的艺术品，只是为了尽力拯救自然。#艺术 #金馆长说艺术 #当代艺术 #垃圾艺术 #艺术在抖音 #抖音青年艺术家计划 #图文互助计划,卓美术馆-金卓,65613175413,2023-02-05 17:20:00,"艺术, 金馆长说艺术, 当代艺术, 垃圾艺术, 艺术在抖音, 抖音青年艺术家计划, 图文互助计划",962,31,148,https://www.douyin.com/video/7196566269850668325
7520925726859693331,依旧激情开画，passion！ #书画 #钟馗 #招财 #朱砂 #风水,至尊宝（艺术人生版）,7499348794820265020,2025-06-28 17:13:03,"书画, 钟馗, 招财, 朱砂, 风水",7175,760,322,https://www.douyin.com/video/7520925726859693331
7496797746741988634,"一个动作为一幅画注入生命
#艺术 #艺术家 #艺术作品 #海浪",DA画廊,1986181490540716,2025-04-24 16:46:19,"艺术, 艺术家, 艺术作品, 海浪",189,2,17,https://www.douyin.com/video/7496797746741988634
7519429494311062811,墙变艺术馆，中国美女画家墙绘惊艳全球！老外看呆：这是魔法吗？ #热点 #外国人评论中国 #油管网友评论 #外国人看中国 #外网评论,世界焦点,2329179683824986,2025-06-24 16:27:00,"热点, 外国人评论中国, 油管网友评论, 外国人看中国, 外网评论",824,39,7,https://www.douyin.com/video/7519429494311062811
7007008909160451362,看看艺术家的骚操作 #艺术 #行为艺术 #视觉艺术 ,艺术情报站,1275069076872424,2021-09-12 19:33:15,"艺术, 行为艺术, 视觉艺术",1115,19,44,https://www.douyin.com/video/7007008909160451362
7520133690299583754,高手在民间，让大家看看中国非遗到底有多惊艳一把锤子和一块琉璃，让中国文化走向世界，重现非遗的美#琉璃画 #锤子画 #非遗文化,小白爱锤画,881131191539993,2025-06-26 16:30:00,"琉璃画, 锤子画, 非遗文化",414,11,7,https://www.douyin.com/video/7520133690299583754
7519128261994024227,这就是任何国家都偷不走的中国文化，中国汉字的含金量还是太高了 #中国文化 #打铁花 #苏绣 #古诗 #汉字,内娱左使,2076353286120221,2025-06-23 20:58:51,"中国文化, 打铁花, 苏绣, 古诗, 汉字",26,0,6,https://www.douyin.com/video/7519128261994024227
7520911559422463283,调整生命的频率 轻松突破自己 调整生命的频率 轻松突破自己#智慧 #开悟 #了凡四训 #艺术科学,艺术科学,2650241047464076,2025-06-28 18:20:00,"智慧, 开悟, 了凡四训, 艺术科学",2144,73,370,https://www.douyin.com/video/7520911559422463283
7521076973570510080,直接挑战全网俱乐部！#地铁逃生护航 #XB电竞护航 #艺术旭,艺术旭,6901875583,2025-06-29 09:30:00,"地铁逃生护航, xb电竞护航, 艺术旭",3175,875,46,https://www.douyin.com/video/7521076973570510080
7520556942612352294,姜维版画专场，一起感受无穷生命能量 #姜维 #姜维的画  #当代艺术 #收藏 #励志正能量,姜维的艺术,3195655829333971,2025-06-27 17:22:07,"姜维, 姜维的画, 当代艺术, 收藏, 励志正能量",53,1,1,https://www.douyin.com/video/7520556942612352294
7151337379742190878,随意一点#艺术 #流体画艺术,张艺帆,84508079108,2022-10-06 18:01:32,"艺术, 流体画艺术",27591,413,879,https://www.douyin.com/video/7151337379742190878
7520586548242582844,你知道非遗琉璃画吗？再次被传统手艺惊艳到了，妹妹用一把锤子耗时十几个小时，在黑色琉璃上敲出至尊宝和紫霞仙子的模样。这才是中华奢饰品，老祖宗的审美果然是顶级的！#高手在民间 #非遗 ……版本过低，升级后,喜囍非遗艺术,427053766423083,2025-06-27 19:16:49,"高手在民间, 非遗, 周星驰, 至尊宝与紫霞仙子, 手艺人",423,46,5,https://www.douyin.com/video/7520586548242582844
6926134258410999040,艺术哪有啥高低对错#艺术,张艺帆,84508079108,2021-02-06 20:58:30,艺术,14161,706,498,https://www.douyin.com/video/6926134258410999040
7309850466500873524,这应该是画画的最高境界了吧 这个女人绝对是画画界的天花板#美术艺术生,梁探百科,105723879112,2023-12-07 21:54:00,美术艺术生,169,6,19,https://www.douyin.com/video/7309850466500873524
7520180141160467764,看到最后，我目瞪口呆，又被中国非遗震惊到了。让大家看看中国非遗到底有多惊艳！娇娇是非遗手艺传承人，一把锤子和一块琉璃，让中国文化走向世界，重现非遗的美！#锤子画#泰坦尼克号#手工制……版本过低，升级后,锤走天下,1959749772928313,2025-06-26 16:59:46,"锤子画, 泰坦尼克号, 手工制作",234,20,6,https://www.douyin.com/video/7520180141160467764
7373220358503140643,看不懂的才是艺术吗？#央美毕业展,贤说贤语,3028476627787389,2024-05-26 16:20:58,央美毕业展,869,134,37,https://www.douyin.com/video/7373220358503140643
7519472202291465509,原来这就是任何国家都偷不走的中华文化，永远会被老祖宗的浪漫所折服#传统文化 #传承 #老祖宗审美 #古诗词,娱术家,2921832874000231,2025-06-24 19:13:01,"传统文化, 传承, 老祖宗审美, 古诗词",367,21,10,https://www.douyin.com/video/7519472202291465509
7519312127660756258,怪不得老外对我们的艺术品感到如此狂热！因为在我们中国，玻璃也能拿来做画！今天带大家开开眼界，顺便让老外涨涨见识！让世界看看中国非遗到底有多惊艳！香港粉丝发来一张父母的合照，想找我做……版本过低，升级后,甜甜爱画画🎨,7495321173829583931,2025-06-24 08:51:28,"非遗, 中国非遗, 手艺人, 生活, 高手在民间",752,68,23,https://www.douyin.com/video/7519312127660756258
7513500143925120293,#每日分享  | 川美毕业作品《祷》爆火，“没有情感，全是技巧。” @我是 100086 @妙小鳗 #新华每日电讯,新华每日电讯,2277809947421404,2025-06-08 16:58:42,每日分享,364,25,28,https://www.douyin.com/video/7513500143925120293
7519038446804798779,与女友分开多年，一次偶然的机会，在路边找手艺人在琉璃上刻一副前任的画像，看到成品的那一刻，我再也控制不住情绪了，谁能懂成年人的遗憾？#前任#初恋#玻璃画#手艺人#艺术,一一爱敲画,2258828559393849,2025-06-23 15:09:25,"前任, 初恋, 玻璃画, 手艺人, 艺术",178,15,1,https://www.douyin.com/video/7519038446804798779
7520620455146966335,春之祭真是好高级的作品，谢幕完全看哭。感觉杨丽萍老师把东方文化和宗教内涵的部分挖掘和诠释的真的很惊艳。还想再看😢 #春之祭 #春之祭杨丽萍 #杨丽萍 #现代舞,小鹅喝喝冰美式,2423782145796989,2025-06-27 21:28:24,"春之祭, 春之祭杨丽萍, 杨丽萍, 现代舞",12,0,0,https://www.douyin.com/video/7520620455146966335
7482008612517317945,停滞，咬住桌子叠罗汉，行为艺术 #艺术在抖音 #行为艺术 #当代艺术 #艺术科普 #抖音美术,造艺术,101921192816,2025-03-15 20:14:48,"艺术在抖音, 行为艺术, 当代艺术, 艺术科普, 抖音美术",3451,58,312,https://www.douyin.com/video/7482008612517317945
7420329878345616694,快被玩儿坏了！雕塑居然可以无限拉长！ 中国艺术家李洪波的神奇雕塑，从传统的拉花纸灯笼中得到灵感，将数千张纸粘在一起，变成了可以拉伸的雕塑，让雕塑作品拥有的奇妙的互动感，让我们看到了中国传统文化的魅力和,艺术LOOK,3521087536104685,2024-10-03 08:30:00,"艺术LOOK, 艺术在抖音, 雕塑, 传统文化, 文化输出",608,7,126,https://www.douyin.com/video/7420329878345616694
7519448422828035354,看到成品后，目瞪口呆。这才是中国奢侈品，高手在民间，让大家看看中国非遗的美！一把锤子和一块琉璃，帮粉丝的父亲锤一副琉璃画，重现非遗的美！#中国非遗#父亲#手工制作,锤画冉冉（非遗传承）,4241247314670247,2025-06-24 17:40:18,"中国非遗, 父亲, 手工制作",195,12,13,https://www.douyin.com/video/7519448422828035354
7519428719870561545,留学生们的，毕业典礼惊艳瞬间#非遗文化 #毕业典礼 #传统文化 #中华文化 #大英博物馆,小英迈世界,743731927195776,2025-06-24 19:45:00,"非遗文化, 毕业典礼, 传统文化, 中华文化, 大英博物馆",399,52,8,https://www.douyin.com/video/7519428719870561545
6829985289218329868,一口气学完西方艺术流派，文稿作者是个大美女@艺术小象,古也美术,102637645948,2020-05-23 18:31:48,,28356,710,1478,https://www.douyin.com/video/6829985289218329868
7222993576647527741,把1000度的玻璃棒？！ #抖音青年艺术家计划 #艺术在抖音 #玻璃艺术 #博物馆里有艺术,曾bobi,63777772953,2023-04-17 20:24:10,"抖音青年艺术家计划, 艺术在抖音, 玻璃艺术, 博物馆里有艺术",16831,326,853,https://www.douyin.com/video/7222993576647527741
7519100345184734505,让世界看看中国的美，让大家看看我妹妹的手艺有多绝，粉丝发来一张父亲的老照片，要妹妹在琉璃上刻出来，看到最后真的被老祖宗传下来的手艺惊艳到了。#非遗传承 #手艺人 #艺术,用锤子敲画的小画家,83403881546,2025-06-23 19:09:38,"非遗传承, 手艺人, 艺术",700,47,10,https://www.douyin.com/video/7519100345184734505
7487617072361426188,垃圾还能这么玩？他把废弃物变成惊艳的雕塑！ 德国艺术家 Thomas Stania 用废弃物创作艺术，通过垃圾拼凑作品，讽刺现代社会的消费与浪费。他认为垃圾是否无用，取决于人们的视角，并用艺术赋予它们,艺术无解Art,3663207833808744,2025-03-31 08:00:00,"艺术无解, 艺术在抖音, 创意, 装置艺术, 废物利用",3426,32,1111,https://www.douyin.com/video/7487617072361426188
7373220358503140643,看不懂的才是艺术吗？#央美毕业展,贤说贤语,3028476627787389,2024-05-26 16:20:58,央美毕业展,869,134,37,https://www.douyin.com/video/7373220358503140643
7519332045357960460,不是中国没有奢侈品，奢侈起来你根本买不起！ 难怪中式婚礼没办法普及#传承文化 #奢侈品,茶静舒,7519029754265109561,2025-06-24 10:08:42,"传承文化, 奢侈品",636,57,22,https://www.douyin.com/video/7519332045357960460
7054916215172533534,为什么我们总想变成别人 #视觉艺术 #William Cobbing #艺术 #艺术有毒 #极度舒适  ,艺术有毒,94107827449,2022-01-20 08:10:02,"视觉艺术, William Cobbing, 艺术, 艺术有毒, 极度舒适",134186,1264,3594,https://www.douyin.com/video/7054916215172533534
7512375589089660198,堪比色彩之神的画家，用白颜料毁坏画作后，画上惊现史前世界 ｜ 这位艺术家的画为何如此惊艳？是在提倡环保还是私人表达？#艺术 #艺术在抖音 #画家 #手绘 #艺术家 @抖音艺术,简浅的美学宇宙,2436938222547512,2025-06-05 19:01:00,"艺术, 艺术在抖音, 画家, 手绘, 艺术家",231,1,4,https://www.douyin.com/video/7512375589089660198
7143536867542158629,"盘点堪比人肉照相机的艺术家
#艺术 #超现实主义油画 #油画 #中国艺术家 #冷军 #科普#艺术在抖音 ",艺术嘚吧嘚,2875958323054221,2022-09-19 18:30:00,"艺术, 超现实主义油画, 油画, 中国艺术家, 冷军, 科普, 艺术在抖音",502,29,48,https://www.douyin.com/video/7143536867542158629
7520198546013474082,高手在民间，他就是我姐，用一把锤子和一块琉璃，为粉丝敲出一幅画，看看中国非遗带来的震撼，到底有多惊艳！这才是中华奢侈品！#非遗#手工制作#定制,冉冉锤子画(非遗),3414410621365240,2025-06-26 18:11:14,"非遗, 手工制作, 定制",187,30,16,https://www.douyin.com/video/7520198546013474082
6848894891334962447,水滴颜料光影秀#光影秀 #颜料 #艺术#创意 #解压,画渣三查,676904975995071,2020-07-13 17:30:09,"光影秀, 颜料, 艺术, 创意, 解压",102075,1546,319,https://www.douyin.com/video/6848894891334962447
7521196043116645682,这是我首场演唱会的场馆 河南艺术中心大剧院#马健涛,马健涛,101200694954,2025-06-29 10:42:03,马健涛,70763,6718,934,https://www.douyin.com/video/7521196043116645682
6816858776344317187,为什么毕加索要说：真正的艺术在中国 #艺术教育#@抖音小助手,顾爷,73553309175,2020-04-18 09:34:10,,18335,1145,1033,https://www.douyin.com/video/6816858776344317187
7513784912428748084,#每日深读  | 这段行为艺术曾感动无数网友，跌倒爬起间，藏着人生哲学。网友：每个跟头都是为成长蓄力！@艺术无解Art #新华每日电讯,新华每日电讯,2277809947421404,2025-06-09 17:10:00,每日深读,3495,113,617,https://www.douyin.com/video/7513784912428748084
7150869091404860683,【艺术欣赏】你亲看到的不一定是你认为的#艺术装置#透视学#绘画#艺术,大鹏艺术绘,92885745879,2022-10-05 11:44:22,"艺术装置, 透视学, 绘画, 艺术",10351,546,4117,https://www.douyin.com/video/7150869091404860683
7521270742324251961,外国人看中国非遗“北狮”舞狮表演名场面！中国北狮闪耀瑞士舞台 #北狮 #舞狮 #舞狮表演 #百young非遗计划 #非遗守护人  @抖音小助手 @DOU+小助手,国外中国文化艺术,2280811807645400,2025-06-29 15:31:50,"北狮, 舞狮, 舞狮表演, 百young非遗计划, 非遗守护人",82,6,0,https://www.douyin.com/video/7521270742324251961
7300626422421327142,5分钟，创作一幅价值1万的画作，看看现代艺术家的创作过程。#艺术  #油画 #画家 @DOU+小助手 @DOU+上热门 @抖音小助手,老工匠,99801361951,2023-11-13 01:21:30,"艺术, 油画, 画家",2172,192,522,https://www.douyin.com/video/7300626422421327142
7515717877853326632,"1分钟盘点5个爆火的美院毕业作品 最近各大美院毕业展爆火全网，堪称神仙打架！它们到底厉害在哪？
#英语  #美院毕业展  #毕业展  #祷 #艺术",英语编辑部,94054420300,2025-06-14 16:24:43,"英语, 美院毕业展, 毕业展, 祷, 艺术",104,2,8,https://www.douyin.com/video/7515717877853326632
7468993910828846370,她可以成为任何她想成为的样子 #艺术 #女性成长 #行为艺术 #妇女节快乐  #艺术家,艺术爆了吗,7462271312838837305,2025-02-08 18:35:33,"艺术, 女性成长, 行为艺术, 妇女节快乐, 艺术家",892,16,28,https://www.douyin.com/video/7468993910828846370
7515717877853326632,"1分钟盘点5个爆火的美院毕业作品 最近各大美院毕业展爆火全网，堪称神仙打架！它们到底厉害在哪？
#英语  #美院毕业展  #毕业展  #祷 #艺术",英语编辑部,94054420300,2025-06-14 16:24:43,"英语, 美院毕业展, 毕业展, 祷, 艺术",104,2,8,https://www.douyin.com/video/7515717877853326632
7272310823282838844,艺术就是爆炸#植物大战僵尸 #优雅 #抖加小助手,二战艺术家y,81195352907,2023-08-28 18:00:14,"植物大战僵尸, 优雅, 抖加小助手",326619,21788,75412,https://www.douyin.com/video/7272310823282838844
7521031143899630848,“教你如何用《全景模式》拍出高级感照片…” #摄影 #拍照 #拍照技巧 #全景模式 #摄影技巧,𝑴𝑨𝑹𝑺_艺术摄影✨,2355567623683504,2025-06-29 00:02:09,"摄影, 拍照, 拍照技巧, 全景模式, 摄影技巧",10259,111,2983,https://www.douyin.com/video/7521031143899630848
7301592270640352549,在他手里没有垃圾，只有创意！意大利艺术家Gabriel Giunta变废为宝，垃圾在他手里都有了生命！#艺术在抖音 #虾讲艺术 #创意 #艺术,虾讲艺术,3676380742558381,2023-11-18 12:00:00,"艺术在抖音, 虾讲艺术, 创意, 艺术",1335,51,94,https://www.douyin.com/video/7301592270640352549
7521282361004592443,避雷山东艺术学院！有没有需要补充的 留言在评论区里！！！,山东艺术学院小助手,3112081807642220,2025-06-29 16:16:57,,16,5,4,https://www.douyin.com/video/7521282361004592443
7454529126498667811,三件用大便做的艺术品#艺术在抖音 #视觉冲击 #抖音青年艺术家计划 #2024最后一天 #艺术 @抖音艺术 @DOU+小助手,艺术榨汁机,3945510971901806,2024-12-31 19:00:43,"艺术在抖音, 视觉冲击, 抖音青年艺术家计划, 2024最后一天, 艺术",425,16,102,https://www.douyin.com/video/7454529126498667811
7320498837955562786,如果生命来到最后一天，看到这些花也能开心的离开吧#生命 #艺术 #爱 #鲜花 #治愈,半知名观众花花,103404302246,2024-01-06 16:35:00,"生命, 艺术, 爱, 鲜花, 治愈",31887,221,1265,https://www.douyin.com/video/7320498837955562786
7436706016634359090,美术中的各类流派 一条视频了解清楚西方艺术不同风格的那些事，下次看画展你也可以说两句了#美术 #艺术史 #艺术流派 #文化 #油画,方块小王在画画,847095542843757,2024-11-13 18:17:56,"美术, 艺术史, 艺术流派, 文化, 油画",243,13,69,https://www.douyin.com/video/7436706016634359090
7329022895328365887,她的绘画是流动的，不用画笔而是利用重力 #绘画 #画画 #艺术创作 #艺术家 #艺术在抖音,只看艺眼,84888237449,2024-01-28 13:52:15,"绘画, 画画, 艺术创作, 艺术家, 艺术在抖音",2301,38,276,https://www.douyin.com/video/7329022895328365887
7447823712939805988,走路比蜗牛还慢的艺术家！ #对决 #行为艺术,豆腐心电影,1216517973752699,2024-12-13 17:20:16,"对决, 行为艺术",1986,33,67,https://www.douyin.com/video/7447823712939805988
7519368335889714484,最后看到成品，我目瞪口呆。这才是中国奢侈品，高手在民间，让大家看看中国非遗文过到底有多惊艳！一把锤子和一块琉璃，让中国文化走向世界，重现非遗之美！#中国非遗#父亲#手工制作,冉冉锤子画(非遗),3414410621365240,2025-06-24 12:29:34,"中国非遗, 父亲, 手工制作",583,39,57,https://www.douyin.com/video/7519368335889714484
7348746012040711434,她用一支铅笔“骗”了所有人... #艺术 #绘画 #超写实 #美术生 #视觉震撼,艺术Party,4186538258214212,2024-03-21 17:28:08,"艺术, 绘画, 超写实, 美术生, 视觉震撼",1519,14,161,https://www.douyin.com/video/7348746012040711434
7376974712741580043,什么是当代艺术？为什么我们越来越不懂现代的艺术？ #艺术  #艺术在抖音  #央美毕业展  #当代艺术  ,巴艺术,100495835801,2024-06-05 19:09:40,"艺术, 艺术在抖音, 央美毕业展, 当代艺术",322,12,184,https://www.douyin.com/video/7376974712741580043
7521181355729489212,外交部力推的黄河画家，他用700天扎根母亲河，把美术馆搬进了老家～ @惠君画中国 #农村别墅 #艺术#记录真实生活,欢姐探别墅,2577694737044560,2025-06-29 09:45:01,"农村别墅, 艺术, 记录真实生活",165097,7327,39498,https://www.douyin.com/video/7521181355729489212
6973619738857508129,纯干货分享，为什么你只会看画得像不像？视频略长，看完别忘点赞评论#儿童美术 #艺术 #美学 #美育 #家长,桑增名-艺术扫盲,58520464497,2021-06-14 20:06:15,"儿童美术, 艺术, 美学, 美育, 家长",4382,654,657,https://www.douyin.com/video/6973619738857508129
7088461086852140327,讲点干货，带你欣赏大师的艺术#少儿美术 #画画 #艺术 #绘画大师 #画画的baby #美术老师 ,桑增名-艺术扫盲,58520464497,2022-04-20 07:29:22,"少儿美术, 画画, 艺术, 绘画大师, 画画的baby, 美术老师",8921,758,916,https://www.douyin.com/video/7088461086852140327
