user_id,type,video_id,desc,tags,like_count,collect_count,time,address,age
MS4wLjABAAAAIXtOKtF_E7cmIe37wwbXYqj07RpGS0VRsCu19K4vH5b4cagpiyH_gnqOQQwRRFRH,作品,7520925313858145579,与那国岛民：要么并入中国台湾，要么加入中国，否则就独立 #地理知识 #三维地理世界 #通过地图看世界 #与那国岛 #独立,"地理知识,三维地理世界,通过地图看世界,与那国岛,独立",774,117,1751101895,未知,未知
MS4wLjABAAAAIXtOKtF_E7cmIe37wwbXYqj07RpGS0VRsCu19K4vH5b4cagpiyH_gnqOQQwRRFRH,作品,7520184313317444905,投资超8200万，中国在中印边境建珞瓦新村，收回多少藏南领土 #地理知识 #三维地理世界 #通过地图看世界 #珞瓦新村 #藏南,"地理知识,三维地理世界,通过地图看世界,珞瓦新村,藏南",925,133,1750929366,未知,未知
MS4wLjABAAAAIXtOKtF_E7cmIe37wwbXYqj07RpGS0VRsCu19K4vH5b4cagpiyH_gnqOQQwRRFRH,作品,7518319657992867108,G219三条隧道正式通车，新藏线再无险途，对中印边境影响多大 #地理知识 #三维地理世界 #通过地图看世界 #印度 #G219,"地理知识,三维地理世界,通过地图看世界,印度,G219",969,130,1750495224,未知,未知
MS4wLjABAAAA7QxkwL2bIleYi-5BZL8alj-oX4ErnOjlqLlhZav3Z6QHhwip17iFr85LjvSLtD-P,作品,7521273839562362170,我国的面积位居世界第三，但实际论土地的优质程度，肯定比俄罗斯要强，但比起大漂亮和巴西却又有所不如，大漂亮东西都是海洋，宜居面积高达750万平方公里，远超我国，而巴西虽然的都是热带雨林，但其实它的土地潜力远未释放，反观我国，胡焕庸线西边的面积超过一半，14亿人挤在东部约400万平方公里的土地上。#地理,地理,2142,348,1751183033,未知,未知
MS4wLjABAAAA7QxkwL2bIleYi-5BZL8alj-oX4ErnOjlqLlhZav3Z6QHhwip17iFr85LjvSLtD-P,作品,7520964039858687292,假如世界上没有俄罗斯，这个世界会怎样，首先蒙古国和一些中亚内陆国会成为沿海国家，我国的海岸线会进一步延长#地理,地理,2586,357,1751110901,未知,未知
MS4wLjABAAAA7QxkwL2bIleYi-5BZL8alj-oX4ErnOjlqLlhZav3Z6QHhwip17iFr85LjvSLtD-P,作品,7520438165501922620,"贝加尔湖的淡水资源令人震撼，23.6万亿立方米的储量，占全球液态淡水的五分之一，相当于中国所有淡水资源总量的8倍，足够北京使用5900年。
这些数字曾点燃了无数人的想象：若能将这片水引向干旱的北方，岂不是一劳永逸？
然而，地理的现实如同一道冰冷的墙。贝加尔湖位于俄罗斯，与北京直线距离超过1500公里，中间横亘着平均海拔1580米的蒙古高原。湖水海拔仅456米，北京平原仅20-60米，引水需将湖水抬升超1000米，这相当于南水北调东线40米落差的25倍。如此工程堪称天文数字。
技术挑战同样巨大：
复杂地形：沿途无现成河道，需开凿超长隧道或铺设管道，预估长度超2000公里；
严酷环境：冬季严寒致管道结冰，夏季干旱又使蒸发量剧增；
国际协调：管道穿越俄、蒙、中三国，利益协调与安全保障难度极大。#地理",地理,5964,918,1750988461,未知,未知
MS4wLjABAAAACfTm8VE6Ia7Tzbhh-ehC8Lab6BmAD0lhLozEFQE5sNfbL5rOux0Vl0LtBzDzgnMr,作品,7316575466465283355,【生命奇观】新疆花海——大自然里最绚烂的“日历” 新疆每年都有几十种野生花海恣意绽放，它们在自然界突然出现，迅速改变整片大地的面貌，又在几天内消失。在本集中，我们在这些花海消失之前找到了它们，带你身临其境地涉足这些震撼的花海！#想看花海还是得来新疆 #纪录片 #植物 #花海 #新疆,"想看花海还是得来新疆,纪录片,植物,花海,新疆",278743,40312,1703584800,未知,未知
MS4wLjABAAAACfTm8VE6Ia7Tzbhh-ehC8Lab6BmAD0lhLozEFQE5sNfbL5rOux0Vl0LtBzDzgnMr,作品,6940555017212431630,在中国国家地理上班是什么体验？从今天开始，我们每期都拍给你看,,638226,7397,1615973911,未知,未知
MS4wLjABAAAACfTm8VE6Ia7Tzbhh-ehC8Lab6BmAD0lhLozEFQE5sNfbL5rOux0Vl0LtBzDzgnMr,作品,7521216087208250674,"中国国家地理·MAGZONE全球首发！ 6月28日，中国国家地理首个立体杂志空间MAGZONE在宁波前湾盛世里文旅·奥特莱斯开业啦！
过去我们在杂志中记录空间
现在我们在空间中构建杂志 
✅光影馆，用影像记录流动天地
✅惊喜盒子，用新奇点亮每次相遇
✅色彩工厂，用色彩装点中国美色
✅MAGSTORE，用所爱带回美好风景 
快来跟随小亮老师一探究竟！
#宁波新地标 #中国国家地理 #MAGZONE #生命奇观 #亲子游","宁波新地标,中国国家地理,MAGZONE,生命奇观,亲子游",10562,583,1751169595,未知,未知
MS4wLjABAAAALsi2yFbKcgPBjVZNUd58vn-ELcbrRjeEwPkcPMQbo_3S6ZJYVXVu-39xJV9EeC7j,作品,7521382727280627001,“丰”景这边独好，长丰文旅正式回应：欢迎广大高考生来长丰，暑期所有景区免门票！长丰等你相遇！#安徽长丰#旅游推荐官#高考地理#长丰值得一来#吃好喝好开心就好,"安徽长丰,旅游推荐官,高考地理,长丰值得一来,吃好喝好开心就好",108,17,1751208385,未知,未知
MS4wLjABAAAALsi2yFbKcgPBjVZNUd58vn-ELcbrRjeEwPkcPMQbo_3S6ZJYVXVu-39xJV9EeC7j,作品,7520946152389233978,高考试卷“点名”长丰，知识点就在我们自己土地上#安徽长丰#黑龙江高考#黑吉辽蒙#地理#又学到了,"安徽长丰,黑龙江高考,黑吉辽蒙,地理,又学到了",6330,635,1751106736,未知,未知
MS4wLjABAAAALsi2yFbKcgPBjVZNUd58vn-ELcbrRjeEwPkcPMQbo_3S6ZJYVXVu-39xJV9EeC7j,作品,7520545110578236729,这里高速将封闭施工！出行请注意#安徽长丰#高速#高速匝道#交通出行,"安徽长丰,高速,高速匝道,交通出行",59,0,1751013362,未知,未知
MS4wLjABAAAAxG-og2Q6H0H3qzvFBA4Qx4O0R2fBWrU18sxsqV6e6I0,作品,7494864709917723914,这里是中国🇨🇳 #中国 #旅行推荐官 #带你看世界 #地理 #大飞环球地理,"中国,旅行推荐官,带你看世界,地理,大飞环球地理",23150,7927,1745034187,未知,未知
MS4wLjABAAAAxG-og2Q6H0H3qzvFBA4Qx4O0R2fBWrU18sxsqV6e6I0,作品,7451955616802671910,哈萨克斯坦🇰🇿到底是怎样一个国家？ 13分钟视频带您了解它！#哈萨克斯坦 #地理 #人文 #环球旅行 #内容启发搜索,"哈萨克斯坦,地理,人文,环球旅行,内容启发搜索",78003,20547,1735043646,未知,未知
MS4wLjABAAAAxG-og2Q6H0H3qzvFBA4Qx4O0R2fBWrU18sxsqV6e6I0,作品,7367592824088382720,土库曼斯坦到底是怎样一个国家？8分钟视频带您了解它！#土库曼斯坦 #地理 #人文 #带你看世界,"土库曼斯坦,地理,人文,带你看世界",46835,5986,1715401389,未知,未知
MS4wLjABAAAAXrfNAWmZg_P8DJ_JAX0fyWEacUWFlOdMWDSTHJZLf_qd5MWCAhCflAGhD2zZ4Ygo,作品,7380322647361522983,全国各省份机场数量和机场密度，你家乡有几个机场 #地理 #机场,"地理,机场",27131,1829,1718365280,未知,未知
MS4wLjABAAAAXrfNAWmZg_P8DJ_JAX0fyWEacUWFlOdMWDSTHJZLf_qd5MWCAhCflAGhD2zZ4Ygo,作品,7291242741214842149,中国有8座超大城市，城区常住人超1000万为超大，你在的位置是吗 #城市 #城市人口 #地理 #超大城市,"城市,城市人口,地理,超大城市",27510,3167,1697624751,未知,未知
MS4wLjABAAAAXrfNAWmZg_P8DJ_JAX0fyWEacUWFlOdMWDSTHJZLf_qd5MWCAhCflAGhD2zZ4Ygo,作品,7289781782361312571,中东为何叫中东？包括哪些国家？4分钟带你了解中东局势 #地理 #中东地区 #石油,"地理,中东地区,石油",44977,15171,1697284746,未知,未知
MS4wLjABAAAA1Vq2EA4rjXKih4SLvL1zaHo3UxnxlDRRpKi0LJKZd1HoEK8GTOUU7_b9bxxfCcdq,作品,7520898502373788928,孟加拉国很有魄力，拿超级港口换中国投资，这下印度彻底睡不着了 #硬核深度计划 #零基础看懂全球 #孟加拉国 #地理 #地球,"硬核深度计划,零基础看懂全球,孟加拉国,地理,地球",292,18,1751104800,未知,未知
MS4wLjABAAAA1Vq2EA4rjXKih4SLvL1zaHo3UxnxlDRRpKi0LJKZd1HoEK8GTOUU7_b9bxxfCcdq,作品,7520580330781199631,中国拉85国组局，没接到邀请的印度，却第一个递交入局申请！ #硬核深度计划 #零基础看懂全球 #中国 #印度 #地理,"硬核深度计划,零基础看懂全球,中国,印度,地理",182,9,1751021587,未知,未知
MS4wLjABAAAA1Vq2EA4rjXKih4SLvL1zaHo3UxnxlDRRpKi0LJKZd1HoEK8GTOUU7_b9bxxfCcdq,作品,7520209661233040674,伊朗与以色列相隔一千多公里，究竟有多大仇恨？为何一直摩擦不断 #硬核深度计划 #零基础看懂全球 #伊朗 #以色列 #地球,"硬核深度计划,零基础看懂全球,伊朗,以色列,地球",52,8,1750935296,未知,未知
MS4wLjABAAAAxG-og2Q6H0H3qzvFBA4Qx4O0R2fBWrU18sxsqV6e6I0,作品,7494864709917723914,这里是中国🇨🇳 #中国 #旅行推荐官 #带你看世界 #地理 #大飞环球地理,"中国,旅行推荐官,带你看世界,地理,大飞环球地理",23150,7927,1745034187,未知,未知
MS4wLjABAAAAxG-og2Q6H0H3qzvFBA4Qx4O0R2fBWrU18sxsqV6e6I0,作品,7451955616802671910,哈萨克斯坦🇰🇿到底是怎样一个国家？ 13分钟视频带您了解它！#哈萨克斯坦 #地理 #人文 #环球旅行 #内容启发搜索,"哈萨克斯坦,地理,人文,环球旅行,内容启发搜索",78003,20547,1735043646,未知,未知
MS4wLjABAAAAxG-og2Q6H0H3qzvFBA4Qx4O0R2fBWrU18sxsqV6e6I0,作品,7367592824088382720,土库曼斯坦到底是怎样一个国家？8分钟视频带您了解它！#土库曼斯坦 #地理 #人文 #带你看世界,"土库曼斯坦,地理,人文,带你看世界",46835,5986,1715401389,未知,未知
MS4wLjABAAAAYYk3jkOhPOO3-PD7Slj-UJ2KbiWuE8dB8yXMiCHesB0,作品,7521400783460470052,我们在稀土出口方面，还是做出了让步？美国高兴的太早了 #地理 #地理知识 #地图 #地图知识 #卫星地图,"地理,地理知识,地图,地图知识,卫星地图",1681,311,1751212638,未知,未知
MS4wLjABAAAAYYk3jkOhPOO3-PD7Slj-UJ2KbiWuE8dB8yXMiCHesB0,作品,7521007444466765119,想要参与南北高铁项目，就必须免费转让技术，越南还是没看明白 #地理 #地理知识 #地图 #地图知识 #卫星地图,"地理,地理知识,地图,地图知识,卫星地图",5696,698,1751121031,未知,未知
MS4wLjABAAAAYYk3jkOhPOO3-PD7Slj-UJ2KbiWuE8dB8yXMiCHesB0,作品,7520626031330348307,刚获得铀矿，哈萨克斯坦就送上大礼，想用矿产换技术 #地理 #地理知识 #地图 #地图知识 #卫星地图,"地理,地理知识,地图,地图知识,卫星地图",5998,909,1751032240,未知,未知
MS4wLjABAAAAqADI2dBVccOTOojOZI9spn3ygn6a1oQKr-lgsprvUt0,作品,7521615660959517971,这地比藏南更重要，距新德里300公里，是中国进入南亚最好通道 #地理知识 #三维地理世界 #通过地图看世界 #拉达克 #印度,"地理知识,三维地理世界,通过地图看世界,拉达克,印度",157,19,1751262633,未知,未知
MS4wLjABAAAAqADI2dBVccOTOojOZI9spn3ygn6a1oQKr-lgsprvUt0,作品,7520921429865499945,水漫县城，贵州榕江遭超50年一遇大洪灾，为何这么厉害？ #地理知识 #三维地理世界 #通过地图看世界 #贵州榕江 #洪水,"地理知识,三维地理世界,通过地图看世界,贵州榕江,洪水",2037,334,1751100993,未知,未知
MS4wLjABAAAAqADI2dBVccOTOojOZI9spn3ygn6a1oQKr-lgsprvUt0,作品,7520801418597420351,中塔边界为何是虚线？10万平方公里的帕米尔高原，本应全部回归 #地理知识 #三维地理世界 #通过地图看世界 #帕米尔高原 #中塔边界,"地理知识,三维地理世界,通过地图看世界,帕米尔高原,中塔边界",942,142,1751073058,未知,未知
MS4wLjABAAAARAyP2NxtvoiCoOlV5yucR42p5sD3GB6rE-02_kB8-Lg,作品,6713837300951960836,中国是世界唯一一个，做到了全民通电的国家，感觉很骄傲！#涨知识,涨知识,1953728,13688,1563246676,未知,未知
MS4wLjABAAAARAyP2NxtvoiCoOlV5yucR42p5sD3GB6rE-02_kB8-Lg,作品,7004641983125835044,中国方言哪家难？最后一个FBI都破译不了~#地理 #方言 #涨知识 ,"地理,方言,涨知识",530686,17485,1631005620,未知,未知
MS4wLjABAAAARAyP2NxtvoiCoOlV5yucR42p5sD3GB6rE-02_kB8-Lg,作品,7024453347772009759,全国各地吃肉地图，四川兔兔河北驴，你的家乡吃啥肉？#地理 #涨知识 #动物  #在抖音学习,"地理,涨知识,动物,在抖音学习",1407465,50291,1635562920,未知,未知
MS4wLjABAAAApz3JEvVehqm69G5d7MHIOe4XpT27SCxAPPwrJhgrNQc2ipVR2o45J5tMUtnqc6Av,作品,7521301413843012883,韩国人破防：你们竟然拿名贵西瓜喂猪，俄罗斯网友的回复我很认可 #西瓜 #韩国 #人文 #地理,"西瓜,韩国,人文,地理",2151,258,1751189470,未知,未知
MS4wLjABAAAApz3JEvVehqm69G5d7MHIOe4XpT27SCxAPPwrJhgrNQc2ipVR2o45J5tMUtnqc6Av,作品,7520926159903673619,伊朗和以色列开战谁最受伤？乌克兰“哭”了，日本“怕”了 #伊朗 #以色列 #战争 #科普一下,"伊朗,以色列,战争,科普一下",2417,419,1751102088,未知,未知
MS4wLjABAAAApz3JEvVehqm69G5d7MHIOe4XpT27SCxAPPwrJhgrNQc2ipVR2o45J5tMUtnqc6Av,作品,7520552415750311210,内贾德最后的警告应验了，伊朗情报系统早被渗透成了筛子 #伊朗 #以色列 #战争 #地理,"伊朗,以色列,战争,地理",5190,733,1751015072,未知,未知
MS4wLjABAAAAYYk3jkOhPOO3-PD7Slj-UJ2KbiWuE8dB8yXMiCHesB0,作品,7521400783460470052,我们在稀土出口方面，还是做出了让步？美国高兴的太早了 #地理 #地理知识 #地图 #地图知识 #卫星地图,"地理,地理知识,地图,地图知识,卫星地图",1681,312,1751212638,未知,未知
MS4wLjABAAAAYYk3jkOhPOO3-PD7Slj-UJ2KbiWuE8dB8yXMiCHesB0,作品,7521007444466765119,想要参与南北高铁项目，就必须免费转让技术，越南还是没看明白 #地理 #地理知识 #地图 #地图知识 #卫星地图,"地理,地理知识,地图,地图知识,卫星地图",5696,698,1751121031,未知,未知
MS4wLjABAAAAYYk3jkOhPOO3-PD7Slj-UJ2KbiWuE8dB8yXMiCHesB0,作品,7520626031330348307,刚获得铀矿，哈萨克斯坦就送上大礼，想用矿产换技术 #地理 #地理知识 #地图 #地图知识 #卫星地图,"地理,地理知识,地图,地图知识,卫星地图",5998,909,1751032240,未知,未知
MS4wLjABAAAAhtjhrVUoaMtDH_dYufFTxJEh1PHLFcRL5XozWy4MmmQ,作品,7517243111114820918,第3节 中国的地形 #中国地理 #地形#地势 #爱国  #文脉里的中国,"中国地理,地形,地势,爱国,文脉里的中国",15730,5735,1750244615,未知,未知
MS4wLjABAAAAhtjhrVUoaMtDH_dYufFTxJEh1PHLFcRL5XozWy4MmmQ,作品,7514245196737940755,第2节  中国的山脉 #中国地理 #山脉 #跟着中国国家地理去旅行 #文脉里的中国 #我们的共同家园,"中国地理,山脉,跟着中国国家地理去旅行,文脉里的中国,我们的共同家园",153754,78938,1749546592,未知,未知
MS4wLjABAAAAhtjhrVUoaMtDH_dYufFTxJEh1PHLFcRL5XozWy4MmmQ,作品,7509427624033160459,中国的疆域 #中国#中国地理  #疆域 #我们的精选话题 ##文脉里的中国,"中国,中国地理,疆域,我们的精选话题,文脉里的中国",49652,20952,1748424996,未知,未知
MS4wLjABAAAApz3JEvVehqm69G5d7MHIOe4XpT27SCxAPPwrJhgrNQc2ipVR2o45J5tMUtnqc6Av,作品,7521301413843012883,韩国人破防：你们竟然拿名贵西瓜喂猪，俄罗斯网友的回复我很认可 #西瓜 #韩国 #人文 #地理,"西瓜,韩国,人文,地理",2151,258,1751189470,未知,未知
MS4wLjABAAAApz3JEvVehqm69G5d7MHIOe4XpT27SCxAPPwrJhgrNQc2ipVR2o45J5tMUtnqc6Av,作品,7520926159903673619,伊朗和以色列开战谁最受伤？乌克兰“哭”了，日本“怕”了 #伊朗 #以色列 #战争 #科普一下,"伊朗,以色列,战争,科普一下",2417,419,1751102088,未知,未知
MS4wLjABAAAApz3JEvVehqm69G5d7MHIOe4XpT27SCxAPPwrJhgrNQc2ipVR2o45J5tMUtnqc6Av,作品,7520552415750311210,内贾德最后的警告应验了，伊朗情报系统早被渗透成了筛子 #伊朗 #以色列 #战争 #地理,"伊朗,以色列,战争,地理",5190,733,1751015072,未知,未知
MS4wLjABAAAAr4YOH058klUzKTwvZ63CBOgSh5m7bYkv0fj0ts8Grbs8KauTuzCafj24AtR93ykK,作品,7521347773266988339,你能想象一条河改变了一个国家的文明走向吗？#长江 #地理科普 #长江生态保护 #伟大祖国地图 #三维地图看世界 ,"长江,地理科普,长江生态保护,伟大祖国地图,三维地图看世界",32,4,1751200245,未知,未知
MS4wLjABAAAAr4YOH058klUzKTwvZ63CBOgSh5m7bYkv0fj0ts8Grbs8KauTuzCafj24AtR93ykK,作品,7520611644558708006,你见过省内垂直落差超过 7000米的省份么？#四川 #地理科普 #四川旅游 #地图 ,"四川,地理科普,四川旅游,地图",61,6,1751028860,未知,未知
MS4wLjABAAAAr4YOH058klUzKTwvZ63CBOgSh5m7bYkv0fj0ts8Grbs8KauTuzCafj24AtR93ykK,作品,7518363906898480435,海南是中国最小的省份？#地理 #科普 #地理知识 #海南 #三维地图看世界 ,"地理,科普,地理知识,海南,三维地图看世界",141,16,1750505510,未知,未知
MS4wLjABAAAA1Vq2EA4rjXKih4SLvL1zaHo3UxnxlDRRpKi0LJKZd1HoEK8GTOUU7_b9bxxfCcdq,作品,7520898502373788928,孟加拉国很有魄力，拿超级港口换中国投资，这下印度彻底睡不着了 #硬核深度计划 #零基础看懂全球 #孟加拉国 #地理 #地球,"硬核深度计划,零基础看懂全球,孟加拉国,地理,地球",292,18,1751104800,未知,未知
MS4wLjABAAAA1Vq2EA4rjXKih4SLvL1zaHo3UxnxlDRRpKi0LJKZd1HoEK8GTOUU7_b9bxxfCcdq,作品,7520580330781199631,中国拉85国组局，没接到邀请的印度，却第一个递交入局申请！ #硬核深度计划 #零基础看懂全球 #中国 #印度 #地理,"硬核深度计划,零基础看懂全球,中国,印度,地理",182,9,1751021587,未知,未知
MS4wLjABAAAA1Vq2EA4rjXKih4SLvL1zaHo3UxnxlDRRpKi0LJKZd1HoEK8GTOUU7_b9bxxfCcdq,作品,7520209661233040674,伊朗与以色列相隔一千多公里，究竟有多大仇恨？为何一直摩擦不断 #硬核深度计划 #零基础看懂全球 #伊朗 #以色列 #地球,"硬核深度计划,零基础看懂全球,伊朗,以色列,地球",52,8,1750935296,未知,未知
MS4wLjABAAAAFLiU7BSSGKleJ6lkprNLcvgYIDnsUgLiMLOvdgm4xF4,作品,7505601434570738983,15分钟一口气看完中国地理知识，每个孩子都值得学习和收藏 #地理知识 #地理 #亲子教育 #地理百科全书,"地理知识,地理,亲子教育,地理百科全书",12629,9713,1747534211,未知,未知
MS4wLjABAAAAFLiU7BSSGKleJ6lkprNLcvgYIDnsUgLiMLOvdgm4xF4,作品,7521167627675323648,徐州，是一座怎样的城市？它为何是兵家必争之地？ #徐州 #地理知识 #旅行 #江苏徐州,"徐州,地理知识,旅行,江苏徐州",1030,189,1751187600,未知,未知
MS4wLjABAAAAFLiU7BSSGKleJ6lkprNLcvgYIDnsUgLiMLOvdgm4xF4,作品,7516495021843959092,无锡，形状最奇特的地级市，它到底有多美？ #无锡 #地理知识 #旅行 #常州 #江苏十三太保,"无锡,地理知识,旅行,常州,江苏十三太保",25493,5954,1750070390,未知,未知
MS4wLjABAAAApz3JEvVehqm69G5d7MHIOe4XpT27SCxAPPwrJhgrNQc2ipVR2o45J5tMUtnqc6Av,作品,7521301413843012883,韩国人破防：你们竟然拿名贵西瓜喂猪，俄罗斯网友的回复我很认可 #西瓜 #韩国 #人文 #地理,"西瓜,韩国,人文,地理",2151,258,1751189470,未知,未知
MS4wLjABAAAApz3JEvVehqm69G5d7MHIOe4XpT27SCxAPPwrJhgrNQc2ipVR2o45J5tMUtnqc6Av,作品,7520926159903673619,伊朗和以色列开战谁最受伤？乌克兰“哭”了，日本“怕”了 #伊朗 #以色列 #战争 #科普一下,"伊朗,以色列,战争,科普一下",2417,419,1751102088,未知,未知
